id,year,month,title,series,thumbnail,writer,penciler,inker,letterer,description,grade,CGC
13269,1967,5,Fantastic Four  #62,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/03/5372d36643d81/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Sam Rosen,"Reed Richards stands alone in the Negative Zone! But his isolation is soon broken by the mighty Blastaar! In the Baxter Building, the Inhumans scramble with the FF to recover their missing leader.",7,
11468,1967,5,Thor  #140,Thor,http://i.annihil.us/u/prod/marvel/i/mg/7/50/4f67657aa9a87/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Sam Rosen,Will Thor be triumphant over the Growing Man? And which familiar villain spawned this gargantuan foe?,7,
6867,1967,6,The Amazing Spider-Man  #49,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/7/00/57a369ae9e543/portrait_uncanny.jpg,Stan Lee,,John Romita Sr.,Sam Rosen,"Hearing about the Vulture's defeat of Spider-Man, Kraven becomes furious that he was denied his right to defeat the wall crawler and vows to hunt down his new enemy.",5.5,
13270,1967,6,Fantastic Four  #63,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/5372d22fb322c/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Sam Rosen,Mister Fantastic has been pulled from the Negative Zone...but so has living bomb Blastaar! Sandman and Blastaar rampage against the FF. Good thing Inhuman friends Crystal and Triton are on hand for battle!,7,
11469,1967,6,Thor  #141,Thor,http://i.annihil.us/u/prod/marvel/i/mg/5/03/6467d703813c0/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Art Simek,"Will Chuda's plan for world domination come to fruition? Not if Slugger Sykes has his say! Meanwhile, Thor takes on the mighty Replicus.",7,
11470,1967,7,Thor  #142,Thor,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4f68dcef22c01/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Art Simek,Loki orchestrates a new plan to destroy Thor by instigating an attack by the deadly Super-Skrull on the God of Thunder!,7,
65343,1967,8,Not Brand Echh  #1,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/f/80/59cbfa4d7c3b6/portrait_uncanny.jpg,"Gary Friedrich, Stan Lee, Roy Thomas","Ross Andru, Jack Kirby","Mike Esposito, Frank Giacoia, John Severin, Marie Severin","Sam Rosen, Art Simek","The first appearance of Forbush Man!  Four spoofy stories in one bust-out-loud-laughing issue! Here, meet the mighty Silver Burper! Then, you’ve read the fateful meeting between original Young Allies Human Torch and the Sub-Mariner, but have you met…The Human Scorch and Sunk-Mariner?!",3,
65344,1967,9,Not Brand Echh  #2,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/59cbf6039d740/portrait_uncanny.jpg,"Gary Friedrich, Stan Lee, Roy Thomas","Don Heck, Marie Severin","Dan Adkins, Frank Giacoia",Sam Rosen,"Who says a comic book has to be good?? Featuring the stories ""Peter Pooper Vs. Gnatman and Rotten"", ""Magnut, Robot Biter!"" and ""The Blunder Agents”! This comic is unlike any that you have EVER read before!",5.5,
11472,1967,9,Thor  #144,Thor,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4bb84de184ee9/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Sam Rosen,"Odin faces his own challenger, while Thor, Sif and Balder have a scrape with Magnir and Brona. And, Volstagg takes center stage in his own tale of mystery!",7,
8709,1967,11,Fantastic Four Annual  #5,Fantastic Four Annual,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/5ad8a893a57af/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Frank Giacoia,"Sam Rosen, Gaspar Saladino, Art Simek","Black Panther and the Inhumans storm the Psycho-Man's base, where they must do battle with...Lockjaw!? But that's not all, as Reed and Sue have a stunning announcement that will change the Fantastic Four forever!",5.5,
65345,1967,10,Not Brand Echh  #3,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/4/30/59c55a7359f71/portrait_uncanny.jpg,"Gary Friedrich, Stan Lee, Roy Thomas","Jack Kirby, John Romita Sr., Artie Simek","Frank Giacoia, Tom Sutton, John Verpoorten","Sam Rosen, Gaspar Saladino, Art Simek","Four more spoofy stories that will tickle your funny bone! Witness the transformation of Dr. Darn Bloke…into the Mighty Sore of Jazzgard! Then, it’s the origin of Brucie Banter and his grouchy, teenage-hating alter ego…the Inedible Bulk! And stay tuned for “The Honest-to-Irving, True-Blue, Top-Secret Original Origin Of Charlie America”! There’s not much super about this soldier!",3,
13274,1967,10,Fantastic Four  #67,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/20/5372cc0915ddc/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Art Simek,"Deep in Lock 41 of the Beehive, Alicia encounters some of the organization's horrifying experiments. 'Him' emerges from a cocoon, intent on the destruction of its creators. The FF pulls off their most daring rescue mission yet!",7,
11473,1967,10,Thor  #145,Thor,http://i.annihil.us/u/prod/marvel/i/mg/c/90/4bb84ddc719a7/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,"Sam Rosen, Art Simek","The Ringmaster has hypnotized Thor into becoming his next, big act...but will the Thunder God go down without a fight? Odin has stripped Thor of his divine powers- and the timing couldn't be worse!",7,
65346,1967,11,Not Brand Echh  #4,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/c/90/59cbf7a619b0e/portrait_uncanny.jpg,"Gary Friedrich, Stan Lee, Roy Thomas","Gene Colan, Marie Severin","Tom Sutton, John Tartaglione","Sam Rosen, Art Simek","Featuring: ""Defeated by the Evil Electrico""! And meet Splat Murdock…A.K.A. Scaredevil! No, not MATT Murdock. Who the heck is that??",5.5,
13275,1967,11,Fantastic Four  #68,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/c/00/5372cbb2bae94/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Art Simek,A cure for Ben Grimm? Mister Fantastic collaborates with a renowned doctor to reverse the Thing's mutations. But will the procedure go off without a hitch? Johnny introduces his crew to Crystal!,7,
22141,1962,1,Strange Tales Annual  #1,Strange Tales Annual,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/65f1c47cdfda9/portrait_uncanny.jpg,,,,,,1.5,
11474,1967,11,Thor  #146,Thor,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4bb84da84a0fa/portrait_uncanny.jpg,Stan Lee,Jack Kirby,"Vince Colletta, Joe Sinnott",Art Simek,Sif and Balder watch helplessly as a de-powered Thor faces a debacle with the Circus of Crime. Will Odin find the mercy to make his son worthy again?,6.5,
22142,1963,6,Strange Tales Annual  #2,Strange Tales Annual,http://i.annihil.us/u/prod/marvel/i/mg/7/00/4bb6378f939b2/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Steve Ditko,Art Simek,"A jealous Human Torch wanted to derail Spidey's day, but now the hothead is helping the Wall-Crawler take down notorious art thief, The Fox!",4,
26701,1965,7,Thor Annual  #1,Thor Annual,http://i.annihil.us/u/prod/marvel/i/mg/e/03/5e954755e7202/portrait_uncanny.jpg,Peter Milligan,"Marko Djurdjevic, Mico Suayan",Tom Grindberg,Vc Joe Caramagna,"Reprinting Journey Into Mystery Annual (1965) #1, available in MU!",6.5,
65347,1967,12,Not Brand Echh  #5,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/6/70/59c55a55b3b18/portrait_uncanny.jpg,"Stan Lee, Roy Thomas","Gene Colan, Jack Kirby, Marie Severin, Tom Sutton","Frank Giacoia, John Tartaglione","Sam Rosen, Art Simek","Three spoofy stories sure to make you bust in laughter! Here, the first appearance of the ever-hapless Forbush Man! He once was a lowly office worker at Marvel Comics…but through the power of perseverance, he now is a self-made (and not fully realized) super hero!",4,
15423,1967,12,Marvel Super-Heroes  #12,Marvel Super-Heroes,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4bc469f984514/portrait_uncanny.jpg,Stan Lee,Gene Colan,Frank Giacoia,Art Simek,Captain Marvel (Mar-Vell) in his very first appearance!,3.5,
16681,1966,9,Thor Annual  #2,Thor Annual,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4f675c0dcfa97/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Sam Rosen,Thor participates in the Tournament of Titans in hopes of being declared a hero!,4.5,
13278,1968,1,Fantastic Four  #70,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/20/5372cb2da1f85/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Art Simek,"The FF quashed the Mad Thinker...but now they must contend with a brainwashed Thing! Will Reed, Sue and Johnny be able to go full force against one of their own? All this and the Thinker's android!",4.5,
65348,1968,2,Not Brand Echh  #6,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/9/90/59cbf842d6a42/portrait_uncanny.jpg,"Gary Friedrich, Stan Lee","Jack Kirby, Marie Severin",Tom Sutton,"Sam Rosen, Gaspar Saladino","In ""The Wedding of Spidey-Man, or...With This Ring, I Thee Web!"", we wonder, who is the lucky bride?? Similarly, in ""The Human Scorch Has To... Meet the Family!"", Scorch has a meeting with the in-laws! This should go over well!",3,
15424,1968,3,Marvel Super-Heroes  #13,Marvel Super-Heroes,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4bc33374dc05d/portrait_uncanny.jpg,Roy Thomas,Gene Colan,Paul Reinman,Sam Rosen,"The First Appearance of Carol Danvers, who would assume the mantle of Captain Marvel!  Captain Marvel (Mar-Vell) returns and must face down a Kree threat in The Sentry!",4.5,
65349,1968,4,Not Brand Echh  #7,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/2/e0/59cbf88ecdd0d/portrait_uncanny.jpg,"Stan Lee, Roy Thomas","Jack Kirby, Marie Severin",Tom Sutton,"Sam Rosen, Art Simek","This fantastic comic is all about origins! And who doesn't love an overload of origin stories?! Including ""The Origin of... Stuporman!"" I wonder who that could be!",3.5,
15425,1968,5,Marvel Super-Heroes  #14,Marvel Super-Heroes,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/4c7d59ba15d7f/portrait_uncanny.jpg,Stan Lee,Ross Andru,Bill Everett,Sam Rosen,,4.5,
17062,1968,5,Sub-Mariner  #1,Sub-Mariner,http://i.annihil.us/u/prod/marvel/i/mg/1/90/57728bd917965/portrait_uncanny.jpg,,,,,"Continued from Iron Man and Sub-Mariner #1! An amnesiac Sub-Mariner is trapped under tons of ice, but Destiny decides to toy with Atlantis' King further by producing memories he hasn't yet recovered!",1.5,
65350,1968,6,Not Brand Echh  #8,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/d/d0/59cedcc89689d/portrait_uncanny.jpg,"Gary Friedrich, Roy Thomas","Gene Colan, Marie Severin","Tom Sutton, John Tartaglione, John Verpoorten","Joe Rosen, Gaspar Saladino, Art Simek",Forbush Man tries to join the ranks of...the mighty Revengers!,4,
7303,1968,6,Avengers  #53,Avengers,http://i.annihil.us/u/prod/marvel/i/mg/a/d0/5866720842525/portrait_uncanny.jpg,,,,,It's the Avengers versus X-Men issue! Cyclops takes on Quicksilver.  Angel has a run-in with Wasp and Black Panther. In hand-to-fist combat who will be triumphant? Super powers or mutant abilities?,4.5,
11481,1968,6,Thor  #153,Thor,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4bb7938ebf1a0/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Vince Colletta,Art Simek,"Someone has stolen the Thunder God's hammer! Mysteries abound, as the mighty Thor must track down the thief of the mightier Mjolnir! Plus, Lady Sif incurs an injury.",7,
17168,1968,6,Captain Marvel  #2,Captain Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5b1580ffb9115/portrait_uncanny.jpg,,,,,The Super Skrull returns to prove himself worthy to the emperor by plotting to kill Captain Marvel in exchange for the emperor's daughter.,4,
8389,1968,6,Daredevil  #41,Daredevil,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/572229a14d30b/portrait_uncanny.jpg,Stan Lee,Gene Colan,John Tartaglione,Sam Rosen,"Trapped in his own hell, Daredevil's hope for escape looks bleak. But fear is where DD thrives, and this predicament is no exception! Foggy runs afoul of the wrong super villain. Who is the Exterminator? Karen and Matt talk about Daredevil's final demise.",4.5,
13284,1968,7,Fantastic Four  #76,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5372c7147afbd/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Art Simek,"Journey to Sub-Atomica! Reed, Johnny and Ben travel through the Microverse to bring back the Silver Surfer. The crew finds Silver Surfer, all right...and a heap of particulate problems!",4.5,
11482,1968,7,Thor  #154,Thor,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/4c35fb26929c3/portrait_uncanny.jpg,,,,,"Thor nearly has Loki in the palm of defeat, until Odin shows up! What is this new threat against Asgard Odin speaks of? And will the God of Thunder allow Loki to escape his grasp yet again? Guest-starring Karnilla the Norn Queen!",7,
6882,1968,7,The Amazing Spider-Man  #62,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/9/30/57acc50571e2f/portrait_uncanny.jpg,Stan Lee,"Don Heck, John Romita Sr.",Mike Esposito,Sam Rosen,"Medusa has come to Earth on a goodwill mission on behalf of the Inhumans. But is that's the case, why is she slugging it out with Spidey?",4.5,
17169,1968,7,Captain Marvel  #3,Captain Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/b0/5b1586efe8986/portrait_uncanny.jpg,,,,,"FROM THE ASHES OF DEFEAT! Defeated, Captain Marvel gets even and reveals the Super Skrull's identity and sends him packing back to space.",3.5,
8390,1968,7,Daredevil  #42,Daredevil,http://i.annihil.us/u/prod/marvel/i/mg/1/03/57222a43b3188/portrait_uncanny.jpg,Stan Lee,Gene Colan,Dan Adkins,Sam Rosen,"A new villain comes out to play, and this one considers himself quite the jokester! Meet Jester, a maniacal thief filled to the brim with gimmicks and gadgets. Matt uses his 'twin brother alter ego' Mike Murdock to take down his most twisted foe yet!",4.5,
65351,1968,8,Not Brand Echh  #9,Not Brand Echh,http://i.annihil.us/u/prod/marvel/i/mg/a/30/59cbf64694a7d/portrait_uncanny.jpg,"Gary Friedrich, Roy Thomas","Gene Colan, Marie Severin","Frank Giacoia, Jim Mooney, Sam Rosen, Tom Sutton, John Verpoorten","Art Simek, Irving Watanabe","The Puppet Mister has gained complete and utter control of The Inedible Bulk and orders him to attack Prince No-More, the Sunk-Mariner! Totally not a parody of Tales to Astonish #100 or anything like that...promise.",2.5,
10717,1968,8,Sgt. Fury  #57,Sgt. Fury,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_uncanny.jpg,,,,,,0.5,
16096,1968,8,Silver Surfer  #1,Silver Surfer,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/51b63958a75e4/portrait_uncanny.jpg,Stan Lee,Gene Colan,Syd Shores,Art Simek,Silver Surfer's origin on Zenn-La revealed here!,5,263997004
13285,1968,8,Fantastic Four  #77,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/4/00/5372c682668cd/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Sam Rosen,"Trapped in the Microverse- at the hands of Psycho-Man! The Silver Surfer may have safely returned to Earth, but Reed, Johnny and Ben are still locked in battle against a megalomaniacal foe. Meanwhile, the threat of Galactus looms ever larger.",2.5,
11483,1968,8,Thor  #155,Thor,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4c35fcaeaa0a9/portrait_uncanny.jpg,,,,,"Mangog continues to storm Asgard to as his plot of revenge thickens. Could this be the coming of Ragnarok as Odin predicted? Thor fights against Asgard's End of Days, but the battle may well be out of his hands!",7,
6883,1968,8,The Amazing Spider-Man  #63,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/57acd52ed277f/portrait_uncanny.jpg,Stan Lee,"Don Heck, John Romita Sr.",Mike Esposito,Sam Rosen,It's not often that Spider-Man has to break up a fight between two super villains. But this time it's Vulture against Vulture!,3.5,
17170,1968,8,Captain Marvel  #4,Captain Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5b158d8d8b65c/portrait_uncanny.jpg,,,,,Captain Marvel battles his conflicts between being a Kree soldier and his compassion for humanity.,5.5,
7486,1968,9,Captain America  #105,Captain America,http://i.annihil.us/u/prod/marvel/i/mg/4/70/5994695dbc662/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dan Adkins,Sam Rosen,Captain America battles Batroc the Leaper!,2,
13286,1968,9,Fantastic Four  #78,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/b/03/5372c65274c38/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Sam Rosen,"Reed Richards succeeds in reverting Ben Grimm back to normal...and now, the Thing is no more! But the timing couldn't be worse- the Wizard launches an attack on the FF, and the team is without its primary muscle! Plus, dangerous complications threaten Sue's pregnancy!",2.5,
11484,1968,9,Thor  #156,Thor,http://i.annihil.us/u/prod/marvel/i/mg/b/f0/4c35fca3db066/portrait_uncanny.jpg,,,,,"Balder finds himself in deep trouble after rejecting the love of Karnilla Queen of Norn. ""Hell hath no fury like""...you know the rest. Thor goes into battle with Mangog, the demonic creature intent on bringing Ragnarok to Asgard. When the God of Thunder is joined by the Warriors Three, will the scales of victory at last be tipped in Asgard's favor?",7,
16914,1968,9,Doctor Strange  #172,Doctor Strange,http://i.annihil.us/u/prod/marvel/i/mg/f/80/5762fac5cccd7/portrait_uncanny.jpg,,,,,"Dormammu has Strange, Clea, and Victoria locked up with no way out!",1.5,
17106,1968,9,Sub-Mariner  #5,Sub-Mariner,http://i.annihil.us/u/prod/marvel/i/mg/9/03/50b536e659361/portrait_uncanny.jpg,Roy Thomas,John Buscema,Frank Giacoia,Sam Rosen,Watch out for Tiger Shark in his FIRST ever appearance!,1.5,
16097,1968,10,Silver Surfer  #2,Silver Surfer,http://i.annihil.us/u/prod/marvel/i/mg/7/10/5c7838d9da381/portrait_uncanny.jpg,,John Buscema,Joe Sinnott,,Silver Surfer's naptime is interrupted by a meteor shower...and later -- a Badoon invasion!,5,
13287,1968,10,Fantastic Four  #79,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5372c5bd9b506/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Joe Sinnott,Art Simek,Ben Grimm makes the ultimate sacrifice to save the woman he loves. Will Alicia Masters be safe from the Android Man? Sue's pregnancy raises concern for mother and baby.,2,
11485,1968,10,Thor  #157,Thor,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/4c35fc6e7f482/portrait_uncanny.jpg,,,,,"Balder the Brave, Warrior Prince of Asgard, versus the mighty Mangog! Will an entire army of Asgardian soldiers be enough to thwart the coming of Ragnarok? Find out in the explosive conclusion to Mangog's siege of Asgard.",7,
16915,1968,10,Doctor Strange  #173,Doctor Strange,http://i.annihil.us/u/prod/marvel/i/mg/1/90/5762fb5799338/portrait_uncanny.jpg,Roy Thomas,Gene Colan,Tom Palmer,Art Simek,The Sorcerer Supreme is caught in the midst of a mystical sibling rivalry when he's used as a pawn by Umar against her brother Dormammu!,1,
11499,1969,12,Thor  #171,Thor,http://i.annihil.us/u/prod/marvel/i/mg/7/20/4f63557dc95d4/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Bill Everett,Sam Rosen,"After the shooting of civil rights activist Pedro Luis Lopez, Thor springs into action...as Donald Blake! Will Dr. Blake be able to save Lopez's life before the city erupts into race riots? The Destroyer makes a less than triumphant return, leaving Donald Blake/Thor with even more on his plate!",4.5,
