id,year,month,title,series,thumbnail,writer,penciler,inker,letterer,description,grade,CGC
73989,1953,3,Battlefield  #9,Battlefield,http://i.annihil.us/u/prod/marvel/i/mg/4/d0/5bee0aefd1db4/portrait_uncanny.jpg,Various,Carl Burgos,,,Professor Prael’s resolve is tested like never before when he finds himself kidnapped by communists after being lured to East Berlin!,1,
11281,1959,7,Tales of Suspense  #4,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/3/80/536d805b73a65/portrait_uncanny.jpg,"Stan Lee, Larry Lieber","Jack Kirby, Al Williamson","Carl Burgos, Steve Ditko, Christopher Rule, Joe Sinnott",Art Simek,An alien agent is deployed to Earth to destroy a rocket ship that would give humans the ability to travel to his planet.,0.5,
18576,1960,8,Two-Gun Kid  #55,Two-Gun Kid,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_uncanny.jpg,,"Jack Kirby, John Severin",Dick Ayers,,None,2.5,
11170,1961,8,Strange Tales  #87,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/60/65f1c165b52f5/portrait_uncanny.jpg,"Stan Lee, Larry Lieber",Jack Kirby,Dick Ayers,Art Simek,,0.5,
11178,1962,3,Strange Tales  #94,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/30/5d962106f14cc/portrait_uncanny.jpg,"Stan Lee, Larry Lieber",Jack Kirby,"Dick Ayers, Joe Sinnott",Art Simek,"Four bizarre supernatural tales featuring: an alien traveler from the future, a killer weed monster, space pirate Pildorr the Plunderer, and a sentient spaceship!",2,
13227,1962,5,Fantastic Four  #4,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/90/536d717b9e4ba/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Sol Brodsky,Art Simek,"The First Marvel Age Appearance of Namor!  The Sub-Mariner has returned! Calling upon his mighty sea creature army, he will have his revenge on the human race. It's up to the Fantastic Four to stop him.",3.5,263996003
11183,1962,8,Strange Tales  #99,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/80/65f1c2199be15/portrait_uncanny.jpg,"Stan Lee, Larry Lieber",Jack Kirby,Dick Ayers,,,0.5,
11273,1962,8,Tales of Suspense  #32,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/5/80/582fa0b05214c/portrait_uncanny.jpg,,"Steve Ditko, Don Heck, Jack Kirby",Dick Ayers,,An assistant beekeeper is in for the sting of his life -- when he is shrunk down to insect-size!,0.5,
13266,1962,9,Fantastic Four  #6,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/536d70426aa5a/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Christopher Rule,,Doctor Doom and the Sub-Mariner have joined forces to stop the Fantastic Four once and for all. But can the Sub-Mariner's hatred of all humans be tamed by the beauty of Sue Storm?,5,264805002
9781,1962,10,Journey Into Mystery  #85,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/5a7b1f60bfc24/portrait_uncanny.jpg,"Stan Lee, Larry Lieber",Jack Kirby,Dick Ayers,Art Simek,"Never before has the mighty Thor faced a foe as dangerous as Loki, the God of Mischief! The Thor family expands with the first appearances of Asgard, Loki and Heimdall! When Loki travels to Earth, the trickster god will stop at nothing to get revenge on his hated brother Thor, including unleashing his magic on the helpless mortals!",1,
11275,1962,10,Tales of Suspense  #34,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/582fa089aee57/portrait_uncanny.jpg,,"Steve Ditko, Don Heck, Jack Kirby",Dick Ayers,,What is the secret of the blue glass bottle?,3,
11020,1962,11,Strange Tales  #102,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/4/00/66436d3f07d95/portrait_uncanny.jpg,"Stan Lee, Larry Lieber","Steve Ditko, Jack Kirby",Dick Ayers,Art Simek,"As the Human Torch makes headlines, the Wizard blames him for his recent loss in popularity. A jealous Wizard tricks and traps the Torch in his house! (note: this issue only contains the Human Torch story)",1,
18581,1962,11,Two-Gun Kid  #60,Two-Gun Kid,http://i.annihil.us/u/prod/marvel/i/mg/a/20/4bb67779c4a7f/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dick Ayers,,An American Western rolled into a comic!,1,
13299,1962,12,Fantastic Four  #9,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/80/536d6ae87b0f2/portrait_uncanny.jpg,Stan Lee,,,Dick Ayers,"When the Fantastic Four go bankrupt, they're invited to S.M. Studios to make the movie about their life in order to recoup their funding. Little do they know that S.M. Studios is owned by one of their greatest enemies!",3.5,
16883,1964,10,Amazing Spider-Man Annual  #1,Amazing Spider-Man Annual,http://i.annihil.us/u/prod/marvel/i/mg/3/10/580e72b3258a0/portrait_uncanny.jpg,,Steve Ditko,,,None,4,
12895,1963,1,Fantastic Four  #10,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/536d6a4d7bd38/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dick Ayers,,Dr. Doom impersonates Reed Richards so that he may use Richards' shrink ray to finally defeat the Fantastic Four!,5,264805003
18582,1963,1,Two-Gun Kid  #61,Two-Gun Kid,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_uncanny.jpg,,Jack Kirby,Dick Ayers,,None,1,
11022,1963,1,Strange Tales  #104,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/60/66436d3ef34b1/portrait_uncanny.jpg,"Stan Lee, Larry Lieber","Steve Ditko, Jack Kirby",Dick Ayers,Art Simek,"Johnny Storm must stop Paste-Pot Pete from robbing a bank! Talk about ""sticky fingers""! (note: this issue only contains the Human Torch story)",0,
9787,1963,3,Journey Into Mystery  #90,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/3/20/5a7b3133c5880/portrait_uncanny.jpg,,,,,,1.5,
11282,1963,4,Tales of Suspense  #40,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/7/70/5e386ff0973e7/portrait_uncanny.jpg,"Robert Bernstein, Stan Lee","Jack Kirby, Larry Lieber","Sol Brodsky, Steve Ditko, Don Heck","Jon Dagostino, Art Simek","Gray goes gold when Tony Stark gives his armor a new look, just in time to face a prehistoric powerhouse! Iron Man vs. his first super-powered opponent!  (Originally published as TALES OF SUSPENSE (1963) #40)",2.5,
11026,1963,5,Strange Tales  #108,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4bc371d21317d/portrait_uncanny.jpg,"Robert Bernstein, Stan Lee","Steve Ditko, Jack Kirby",Dick Ayers,,"Gangster Tobin learns that the Human Torch is investigating him. Tobin then teams up with another foe of the Human Torch, the Painter, to end him once and for all! (note: this issue only contains the Human Torch story)",3,
12950,1963,6,Fantastic Four  #15,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/536d67d7a6017/portrait_uncanny.jpg,Stan Lee,,Dick Ayers,"Art Simek, Artie Simek","The Fantastic Four battle the Mad Thinker and his awesome Android! The Android...neither animal, nor vegetable, nor mineral...what is it?!",5.5,
12961,1963,7,Fantastic Four  #16,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/a/10/5aa977c8eb358/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dick Ayers,"Art Simek, Artie Simek",None,5.5,
11285,1963,7,Tales of Suspense  #43,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/f/70/5e3980c120200/portrait_uncanny.jpg,"Robert Bernstein, Stan Lee","Jack Kirby, Larry Lieber","Dick Ayers, Steve Ditko, Don Heck",Art Simek,Iron Man battles a menace to Earth...which comes from within it! Nemesis from the Netherworld! (Originally published as TALES OF SUSPENSE (1963) #43),6.5,
9792,1963,8,Journey Into Mystery  #95,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/7/30/5a7c677c5943f/portrait_uncanny.jpg,,,,,"Dr. Zaxton is causing trouble with his duplicator ray. Can Thor stop him, or is he doomed to become one of many Thunder Gods?!",2,
11030,1963,8,Strange Tales  #111,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/57bde6166f1e3/portrait_uncanny.jpg,Stan Lee,,"Dick Ayers, Steve Ditko",Sam Rosen,"The First Appearance of Baron Mordo!  Men call him Dr. Strange and speak his name in whispers.  But there is another who is more dreaded.  Meet Dr. Strange's arch-foe, the dreaded Baron Mordo!",2,
11389,1963,8,Tales to Astonish  #46,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/3/70/536d667c3141e/portrait_uncanny.jpg,Stan Lee,,Don Heck,Sam Rosen,"There's been a recent lull in crime, so Ant-Man and Wasp decide to vacation in Greece! But what began as a retreat quickly becomes a super hero smack down; Ant-Man and Wasp take on the mythological Cyclops!",2,
11287,1963,9,Tales of Suspense  #45,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/5e398d145c7f0/portrait_uncanny.jpg,"Robert Bernstein, Stan Lee",Larry Lieber,Don Heck,"Sam Rosen, Art Simek","The First Appearance of Pepper Potts and Happy Hogan!  Happy Hogan and Pepper Potts join the cast, and Jack Frost is there to give them a COLD welcome! All part of the job when you work for Iron Man!",2,
12983,1963,9,Fantastic Four  #18,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/5aa9854d88976/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dick Ayers,"Art Simek, Artie Simek",None,3.5,
9793,1963,9,Journey Into Mystery  #96,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/5a7c6dda44882/portrait_uncanny.jpg,"Robert Bernstein, Stan Lee","Steve Ditko, Larry Lieber",Joe Sinnott,Art Simek,Thor defies the magic of Mad Merlin!,2.5,
12994,1963,10,Fantastic Four  #19,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5aa98a19436ca/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Dick Ayers,Sam Rosen,"The first appearance of Rama-Tut, later revealed to be Kang the Conqueror!",2.5,
11391,1963,10,Tales to Astonish  #48,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/9/20/536d64b05eac5/portrait_uncanny.jpg,Stan Lee,,Don Heck,Sam Rosen,Ant-Man and Wasp encounter a new armored foe! Who is the man behind the Porcupine armor? Wasp suffers a blow in battle. Ant-Man must face the Porcupine alone!,2.5,
10698,1963,11,Sgt. Fury  #4,Sgt. Fury,http://i.annihil.us/u/prod/marvel/i/mg/6/00/5df10c5532b74/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,Fury and his Commandos rescue the son of an English lord who has been captured by the Nazis and is forced to broadcast their propaganda.,1,
11289,1963,11,Tales of Suspense  #47,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/b/03/536d6379d7301/portrait_uncanny.jpg,Stan Lee,"Steve Ditko, Larry Lieber","Don Heck, George Roussos","Sam Rosen, Art Simek",He's melting! Melting! Iron Man's burning with rage when the Melter moves in for the kill!,1,
6879,1963,11,The Amazing Spider-Man  #6,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/3/00/5192b08351c2f/portrait_uncanny.jpg,Stan Lee,,Steve Ditko,Art Simek,"The First Appearance of the Lizard!  Spider-Man investigates reports of a strange lizard/human hybrid. Prepare for a showdown with one of Spider-Man's greatest villains, the Lizard!",0,
11033,1963,11,Strange Tales  #114,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/5a625e39d682c/portrait_uncanny.jpg,Stan Lee,"Steve Ditko, Jack Kirby","Dick Ayers, George Roussos",Sam Rosen,Torch meets Captain America for the first time!,4.5,
11392,1963,11,Tales to Astonish  #49,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/9/a0/536d63e2bea78/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Don Heck,Sam Rosen,"Hank Pym becomes Giant-Man for the very first time! Hank discovers a way to reverse the shrinking properties of the Pym particles. And just in time too- Wasp and Giant-Man must take down the Eraser, a villain who can quite literally wipe you out of existence!",5.5,
12466,1963,11,Uncanny X-Men  #2,Uncanny X-Men,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/589de0deb7afc/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Paul Reinman,Sam Rosen,How can the X-Men catch an enemy who can be anywhere they aren't? Trouble appears when the Vanisher's on the loose!,2,
16999,1963,12,Rawhide Kid  #37,Rawhide Kid,http://i.annihil.us/u/prod/marvel/i/mg/1/80/5d38787802f76/portrait_uncanny.jpg,,,,,,0.5,
13017,1963,12,Fantastic Four  #21,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/c/30/5aaa7db3954a7/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,"Sam Rosen, Artie Simek",None,5.5,
16894,1965,10,Amazing Spider-Man Annual  #2,Amazing Spider-Man Annual,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/56d7212d9289c/portrait_uncanny.jpg,,Steve Ditko,,Sam Rosen,A vile new foe has hatched a plot to steal the Wand of Watoomb from Doctor Strange! Spider-Man fights the Circus of Crime!  All this and more in a super-sized spectacular! (note: this issue does not contain the reprinted stories originally printed),6,
16904,1966,11,Amazing Spider-Man Annual  #3,Amazing Spider-Man Annual,http://i.annihil.us/u/prod/marvel/i/mg/3/20/56d721c41706c/portrait_uncanny.jpg,Stan Lee,"Don Heck, John Romita Sr.",Mike Esposito,Art Simek,"The Avengers have assembled and are trying to determine whether or not to invite Spider-Man into their esteemed ranks. (NOTE: This 22-page digital comic features only the original material from this issue, and does not include the reprinted stories from Amazing Spider-Man #11-12 that appeared in the print edition.)",5.5,
11290,1963,12,Tales of Suspense  #48,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/536d62a7b0c21/portrait_uncanny.jpg,Stan Lee,"Steve Ditko, Larry Lieber","Dick Ayers, George Roussos","Sam Rosen, Art Simek","Science battles magic...with new and better science! Mister Doll has Iron Man in the palm of his hand, and only an armor upgrade can break his grip!",5.5,
11394,1963,12,Tales to Astonish  #50,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/536d627268ce5/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Steve Ditko,Sam Rosen,"The origin of the Human Top, a.k.a. Whirlwind! Check out the Wasp's worst villain in his very first appearance. David Cannon has always abused his ability to spin really, really fast. And in his first bout of battle with Ant-Man and Wasp, destruction ensues!",3.5,
9796,1963,12,Journey Into Mystery  #99,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/3/70/5a7c8142028d9/portrait_uncanny.jpg,Stan Lee,Jack Kirby,"Don Heck, George Roussos",Art Simek,"The First Appearance of Mr. Hyde!  While Thor pleads with his father Odin to be allowed to marry Jane Foster, Mister Hyde breaks into the office of Dr. Donald Blake and takes Jane hostage!",2.5,
10709,1964,1,Sgt. Fury  #5,Sgt. Fury,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/5df11e67a5bf8/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,Baron Von Strucker is ordered by Hitler himself to defeat Nick Fury in a duel.,1.5,
11291,1964,1,Tales of Suspense  #49,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/6/50/5cb73601cd738/portrait_uncanny.jpg,,"Steve Ditko, Larry Lieber, Jack Kirby","Dick Ayers, Paul Reinman, George Roussos",Sam Rosen,The Armored Avenger vs. a mutant gone mad! Guest-starring the X-Men!,4.5,
13028,1964,1,Fantastic Four  #22,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/3/00/536d623d2811b/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,None,5.5,
9674,1964,1,Journey Into Mystery  #100,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/a/40/5a7c8795e2e4f/portrait_uncanny.jpg,Stan Lee,Jack Kirby,"Don Heck, Paul Reinman","Sam Rosen, Art Simek","Thor and Mister Hyde throw down! Plus, has Thor finally figured out a way to wed his beloved Jane Foster?",2.5,
12477,1964,1,Uncanny X-Men  #3,Uncanny X-Men,http://i.annihil.us/u/prod/marvel/i/mg/c/60/589de2c6a0bb6/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Paul Reinman,Art Simek,Introducing the Blob! The X-Men's first try for a new recruit turns the mansion into a circus!,2,
11293,1964,2,Tales of Suspense  #50,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/a/00/5cb7378536ffb/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Sol Brodsky, Don Heck, George Roussos","Sam Rosen, Art Simek","In his first appearance, the sinister Scarecrow tries to put the fear in Iron Man! Armor vs. rags...and crows!",4,
6912,1964,2,The Amazing Spider-Man  #9,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/7/03/57ae211708557/portrait_uncanny.jpg,Stan Lee,,Steve Ditko,Art Simek,Meet the super-powered villain Electro! Does the Web-Slinger have the power to stop him?,2,
13039,1964,2,Fantastic Four  #23,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/2/30/5aaa8ddd7b52f/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,None,3.5,
9675,1964,2,Journey Into Mystery  #101,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/c/90/5a7c8f5d1c47b/portrait_uncanny.jpg,,,,,"Thor goes on a rampage through New York City after his father Odin denies him a marriage with Jane Foster. Unaware of the damage his tantrum is causing, Hank Pym as Giant Man must step in to appeal to Thor's conscience. Also featuring Iron Man!",2,
18589,1964,3,Two-Gun Kid  #68,Two-Gun Kid,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available/portrait_uncanny.jpg,,"Dick Ayers, Jack Keller, George Roussos",,Artie Simek,None,1,
11294,1964,3,Tales of Suspense  #51,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/536d5c7f64c50/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Don Heck, George Roussos","Sam Rosen, Art Simek",The Scarecrow puts some fear into Iron Man...how will Tony Stark overcome his new foe?,0,
6483,1964,3,The Amazing Spider-Man  #10,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/d/a0/5192b05995019/portrait_uncanny.jpg,Stan Lee,,Steve Ditko,Sam Rosen,Spider-Man squares off against the awesome might of the Enforcers!,1,
13050,1964,3,Fantastic Four  #24,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/6/30/5aaa941375e53/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,None,2.5,
9676,1964,3,Journey Into Mystery  #102,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/c/40/5a7ca49bbe345/portrait_uncanny.jpg,Stan Lee,,"Paul Reinman, Chic Stone",Art Simek,"With his powers halved by an angry Odin, Thor is left defenseless and distraught. In an attempt to please Odin and regain his abilities, Thor accepts a dangerous mission from the 23rd century. Will Thor be able to save 20th century earth, by destroying Arthur Zarrko of the future?",2.5,
12488,1964,3,Uncanny X-Men  #4,Uncanny X-Men,http://i.annihil.us/u/prod/marvel/i/mg/d/60/589de3be4c9d8/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Paul Reinman,Art Simek,"Magneto's back, and he's not alone! The X-Men and the Brotherhood of Evil Mutants battle for the first time!",1,
11397,1964,3,Tales to Astonish  #53,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/9/03/6467c1c872216/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Dick Ayers, Don Heck",Sam Rosen,"The return of Porcupine! While performing for kids at a local orphanage, the Porcupine sets a trap that Giant-Man and Wasp can't ignore. Will Giant-Man be able to save Wasp when he, and the chips, are down? Plus, Janet shares a science fiction story!",3.5,
6494,1964,4,The Amazing Spider-Man  #11,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/6/20/5192b16a57b7a/portrait_uncanny.jpg,,Steve Ditko,,,"Things heat up between Betty Brant and Peter Parker. Plus, the return of Doctor Octopus!",2,
11295,1964,4,Tales of Suspense  #52,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/9/30/536d5bd4362ea/portrait_uncanny.jpg,"Stan Lee, Don Rico",Larry Lieber,"Don Heck, Paul Reinman, Chic Stone","Sam Rosen, Art Simek","The first appearance of Natasha Romanov, the Black Widow! The future Avenger finds herself in the middle as Iron Man and Crimson Dynamo test their mettle against each other!",3.5,
13061,1964,4,Fantastic Four  #25,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5aaa9a0a87539/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,None,6.5,
9677,1964,4,Journey Into Mystery  #103,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/5a7caa55c1490/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Chic Stone,"Sam Rosen, Art Simek","Featuring the Enchantress! After Odin realizes that he cannot deter Thor's love for Jane Foster, he enlists the help of Loki to find an immortal mate for his son. Enter Amora, a beautiful sorceress so deadly, that the Asgardians fear her power! Will Thor be able to resist the advances of Loki's latest plot? And will Jane Foster stick around after witnessing the Enchantress in action?",3.5,
11038,1964,4,Strange Tales  #119,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/a/10/66436d5e9cdf3/portrait_uncanny.jpg,Stan Lee,,Steve Ditko,Art Simek,"Torch is having some girl problems, but he has several other super hero issues to combat as well!",0.5,
18590,1964,5,Two-Gun Kid  #69,Two-Gun Kid,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/65b7d90d3590d/portrait_uncanny.jpg,Stan Lee,Jack Kirby,"Dick Ayers, Sol Brodsky","Sam Rosen, Art Simek","The most deadly menace the Two-Gun Kid has ever faced, Goliath, is on the hunt!",2,
11296,1964,5,Tales of Suspense  #53,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/9/80/536d5b6e3ae64/portrait_uncanny.jpg,"Stan Lee, Don Rico",Larry Lieber,"Don Heck, Paul Reinman, George Roussos","Sam Rosen, Art Simek","Despite an earlier defeat, the Black Widow's prospects are looking up - thanks to an anti-gravity ray that can send buildings into the air! Can Iron Man get her to keep it down a little?",3,
6505,1964,5,The Amazing Spider-Man  #12,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/6/10/5192b15e3d1d6/portrait_uncanny.jpg,Stan Lee,Steve Ditko,,Art Simek,"Spider-Man confronts J. Jonah Jameson about his constant negative reporting in the Daily Bugle. Meanwhile, Doctor Octopus is in the middle of a nationwide crime spree!",1,
13072,1964,5,Fantastic Four  #26,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/4/90/5aaaa0bcec9f3/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,"Sam Rosen, Artie Simek","The Hulk continues his rampage through New York City, but the Avengers have arrived to challenge their former member. Can the FF and Earth's Mightiest Heroes work together to stop the Jade Giant?",2,
11040,1964,5,Strange Tales  #120,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/57bde5ed262d8/portrait_uncanny.jpg,Stan Lee,Jack Kirby,"Dick Ayers, Steve Ditko",Sam Rosen,The power of Fire and Ice comes together! It's the Human Torch and Iceman's first meeting!,1,
12499,1964,5,Uncanny X-Men  #5,Uncanny X-Men,http://i.annihil.us/u/prod/marvel/i/mg/4/30/589de49c80029/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Paul Reinman,Sam Rosen,Abducted to Asteroid M! Magneto's got an X-Man in his clutches and a team of underlings waiting for the rescue party!,2,
11297,1964,6,Tales of Suspense  #54,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/6/60/536d5b048d2e5/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Don Heck, Chic Stone",Art Simek,"Even with a new set of Iron Man armor at his disposal, will Tony Stark finally be bested by his greatest nemesis, the Mandarin?",2.5,
6516,1964,6,The Amazing Spider-Man  #13,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5192b15622814/portrait_uncanny.jpg,Stan Lee,Steve Ditko,,Art Simek,"Meet our Web-Head’s newest foe: Mysterio, the Master of Illusion!",2,
13083,1964,6,Fantastic Four  #27,Fantastic Four,http://i.annihil.us/u/prod/marvel/i/mg/8/90/5aaab48a32435/portrait_uncanny.jpg,Stan Lee,Jack Kirby,George Roussos,Sam Rosen,None,0,
11400,1964,6,Tales to Astonish  #56,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/55c4de8dedc74/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Dick Ayers, Paul Reinman",Art Simek,"Giant-Man stages a ""fake yacht party"" to capture the latest villain on the scene....the Magician! A madman with a plan, the Magician pulls the wool over his victims' eyes, only to rob them blind! Meanwhile, Hank and Janet have difficulty expressing their true feelings for each other.",2.5,
11298,1964,7,Tales of Suspense  #55,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/536d5a9e5e1dd/portrait_uncanny.jpg,Stan Lee,,"Don Heck, Larry Lieber",Art Simek,"Will Tony Stark be able to free himself from the clutches of his most malevolent foe â€"" or can no one, not even Iron Man, escape the Mandarin? Plus: insight on the new MK III armor!",3,
11401,1964,7,Tales to Astonish  #57,Tales to Astonish,http://i.annihil.us/u/prod/marvel/i/mg/c/30/55c4df81f12da/portrait_uncanny.jpg,Stan Lee,"Dick Ayers, Larry Lieber","Paul Reinman, Chic Stone",Sam Rosen,"The Egghead is back, and now Spider-Man's involved! But why is Spidey throwing down with Giant-Man's villain? Wasp's stings powers get an upgrade!",5,
6527,1964,7,The Amazing Spider-Man  #14,The Amazing Spider-Man,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5192b1494fda7/portrait_uncanny.jpg,Stan Lee,Steve Ditko,,Art Simek,"The First Appearance of the GREEN GOBLIN!  Complete with his flying broomstick and goblin armor, the Green Goblin tests his mettle in a faceoff with Spider-Man. Guest starring the Incredible Hulk!",1,
9680,1964,7,Journey Into Mystery  #106,Journey Into Mystery,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/5a7cc1d6ef7ff/portrait_uncanny.jpg,Stan Lee,,"Vince Colletta, Chic Stone",Art Simek,"Mr. Hyde and Cobra continue to give Thor trouble, when they prevent him from switching in and out of his human form. During the battle, ""Dr. Blake"" is able to apprehend both villains, but must identify Thor as a vigilante god to protect his identity. Back at the office, Jane feels betrayed by Dr. Blake as she knows Thor to be a hero. How much longer can Thor live a double-life?",2,
11042,1964,7,Strange Tales  #122,Strange Tales,http://i.annihil.us/u/prod/marvel/i/mg/6/50/66436d5eb325a/portrait_uncanny.jpg,Stan Lee,Steve Ditko,George Roussos,Art Simek,One bad guy may not be enough to defeat the Torch. Maybe not even two. But three? That's when things get interesting!,2,
12510,1964,7,Uncanny X-Men  #6,Uncanny X-Men,http://i.annihil.us/u/prod/marvel/i/mg/a/c0/589de6a985d8c/portrait_uncanny.jpg,Stan Lee,Jack Kirby,Chic Stone,Sam Rosen,"The X-Men and Brotherhood are evenly matched, and both teams think Namor the Sub-Mariner can turn the tide in their favor! Too bad no one told them that in the war between good and evil, Namor's just as likely to fight both sides!",6.5,
11299,1964,8,Tales of Suspense  #56,Tales of Suspense,http://i.annihil.us/u/prod/marvel/i/mg/9/50/536d5a332f5de/portrait_uncanny.jpg,Stan Lee,Larry Lieber,"Don Heck, George Roussos","Sam Rosen, Art Simek",Tony Stark is off gallivanting like the billionaire playboy he is and Iron Man nowhere to be found -- so who will save the Avengers from the threat of the uncanny Unicorn?,0.5,
